Id,VendorName,Route,RunType,Type,Reason,Delay,Schools,School Reported,DateOccured
333519,LEESEL TRANSPORTATION CORP (B2192),n128,PM Run,Running Late,Heavy Traffic,46-60 Min,03480,false,2021-05-03
333625,LEESEL TRANSPORTATION CORP (B2192),n128,AM Run,Running Late,Heavy Traffic,46-60 Min,03480,false,2021-05-03
337572,LEESEL TRANSPORTATION CORP (B2192),n129,,Running Late,Heavy Traffic,31-45 Min,03825,false,2021-05-26
337303,LEESEL TRANSPORTATION CORP (B2192),n129,PM Run,Running Late,Heavy Traffic,46-60 Min,03825,false,2021-05-25
336244,LEESEL TRANSPORTATION CORP (B2192),n131,AM Run,Breakdown,Mechanical Problem,,03334,false,2021-05-19
336244,LEESEL TRANSPORTATION CORP (B2192),n131,AM Run,Breakdown,Mechanical Problem,,03480,false,2021-05-19
333418,LEESEL TRANSPORTATION CORP (B2192),n131,AM Run,Running Late,Heavy Traffic,61-90 Min,03334,false,2021-05-03
333418,LEESEL TRANSPORTATION CORP (B2192),n131,AM Run,Running Late,Heavy Traffic,61-90 Min,03480,false,2021-05-03
338180,LEESEL TRANSPORTATION CORP (B2192),n132,AM Run,Running Late,Heavy Traffic,46-60 Min,03480,false,2021-05-28
333612,LEESEL TRANSPORTATION CORP (B2192),n132,PM Run,Running Late,Heavy Traffic,31-45 Min,03480,false,2021-05-03
336865,LEESEL TRANSPORTATION CORP (B2192),n133,PM Run,Running Late,Heavy Traffic,46-60 Min,03825,false,2021-05-24
336862,LEESEL TRANSPORTATION CORP (B2192),n133,AM Run,Running Late,Heavy Traffic,46-60 Min,03825,false,2021-05-24
336018,LEESEL TRANSPORTATION CORP (B2192),n133,AM Run,Running Late,Heavy Traffic,31-45 Min,03825,false,2021-05-18
335737,LEESEL TRANSPORTATION CORP (B2192),n133,PM Run,Running Late,Heavy Traffic,46-60 Min,03825,false,2021-05-17
334112,LEESEL TRANSPORTATION CORP (B2192),n148,PM Run,Running Late,Heavy Traffic,46-60 Min,04014,false,2021-05-05
334112,LEESEL TRANSPORTATION CORP (B2192),n148,PM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-05
333710,LEESEL TRANSPORTATION CORP (B2192),n149,PM Run,Running Late,Heavy Traffic,46-60 Min,04121,false,2021-05-04
333710,LEESEL TRANSPORTATION CORP (B2192),n149,PM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-04
337217,LEESEL TRANSPORTATION CORP (B2192),n150,AM Run,Running Late,Heavy Traffic,46-60 Min,04121,false,2021-05-25
337217,LEESEL TRANSPORTATION CORP (B2192),n150,AM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-25
334905,LEESEL TRANSPORTATION CORP (B2192),n150,AM Run,Running Late,Heavy Traffic,46-60 Min,04121,false,2021-05-11
334905,LEESEL TRANSPORTATION CORP (B2192),n150,AM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-11
338126,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,31-45 Min,04108,false,2021-05-28
338126,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,31-45 Min,04121,false,2021-05-28
338126,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,31-45 Min,04839,false,2021-05-28
338100,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,31-45 Min,04108,false,2021-05-28
338100,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,31-45 Min,04121,false,2021-05-28
338100,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,31-45 Min,04839,false,2021-05-28
338012,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,31-45 Min,04108,false,2021-05-27
338012,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,31-45 Min,04121,false,2021-05-27
338012,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,31-45 Min,04839,false,2021-05-27
337984,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,31-45 Min,04108,false,2021-05-27
337984,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,31-45 Min,04121,false,2021-05-27
337984,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,31-45 Min,04839,false,2021-05-27
337496,LEESEL TRANSPORTATION CORP (B2192),n154,,Running Late,Heavy Traffic,31-45 Min,04108,false,2021-05-26
337496,LEESEL TRANSPORTATION CORP (B2192),n154,,Running Late,Heavy Traffic,31-45 Min,04121,false,2021-05-26
337496,LEESEL TRANSPORTATION CORP (B2192),n154,,Running Late,Heavy Traffic,31-45 Min,04839,false,2021-05-26
337221,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,31-45 Min,04108,false,2021-05-25
337221,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,31-45 Min,04121,false,2021-05-25
337221,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,31-45 Min,04839,false,2021-05-25
337331,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04108,false,2021-05-25
337331,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04121,false,2021-05-25
337331,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-25
337021,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,31-45 Min,04108,false,2021-05-24
337021,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,31-45 Min,04121,false,2021-05-24
337021,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,31-45 Min,04839,false,2021-05-24
336873,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04108,false,2021-05-24
336873,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04121,false,2021-05-24
336873,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-24
336352,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,31-45 Min,04108,false,2021-05-20
336352,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,31-45 Min,04121,false,2021-05-20
336352,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,31-45 Min,04839,false,2021-05-20
336547,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04108,false,2021-05-20
336547,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04121,false,2021-05-20
336547,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-20
336167,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,46-60 Min,04108,false,2021-05-19
336167,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,46-60 Min,04121,false,2021-05-19
336167,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-19
336114,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,31-45 Min,04108,false,2021-05-19
336114,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,31-45 Min,04121,false,2021-05-19
336114,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,31-45 Min,04839,false,2021-05-19
335997,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,31-45 Min,04108,false,2021-05-18
335997,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,31-45 Min,04121,false,2021-05-18
335997,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,31-45 Min,04839,false,2021-05-18
336033,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,31-45 Min,04108,false,2021-05-18
336033,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,31-45 Min,04121,false,2021-05-18
336033,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,31-45 Min,04839,false,2021-05-18
335634,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,31-45 Min,04108,false,2021-05-14
335634,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,31-45 Min,04121,false,2021-05-14
335634,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,31-45 Min,04839,false,2021-05-14
335321,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,31-45 Min,04108,false,2021-05-12
335321,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,31-45 Min,04121,false,2021-05-12
335321,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,31-45 Min,04839,false,2021-05-12
335218,LEESEL TRANSPORTATION CORP (B2192),n154,Field Trip,Running Late,Heavy Traffic,31-45 Min,04108,false,2021-05-12
335218,LEESEL TRANSPORTATION CORP (B2192),n154,Field Trip,Running Late,Heavy Traffic,31-45 Min,04121,false,2021-05-12
335218,LEESEL TRANSPORTATION CORP (B2192),n154,Field Trip,Running Late,Heavy Traffic,31-45 Min,04839,false,2021-05-12
335247,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04108,false,2021-05-12
335247,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04121,false,2021-05-12
335247,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-12
335173,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,46-60 Min,04108,false,2021-05-11
335173,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,46-60 Min,04121,false,2021-05-11
335173,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-11
334924,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04108,false,2021-05-11
334924,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04121,false,2021-05-11
334924,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-11
334676,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,46-60 Min,04108,false,2021-05-10
334676,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,46-60 Min,04121,false,2021-05-10
334676,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-10
334700,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04108,false,2021-05-10
334700,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04121,false,2021-05-10
334700,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-10
334500,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,46-60 Min,04108,false,2021-05-07
334500,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,46-60 Min,04121,false,2021-05-07
334500,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-07
334453,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04108,false,2021-05-07
334453,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04121,false,2021-05-07
334453,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-07
334245,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,46-60 Min,04108,false,2021-05-06
334245,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,46-60 Min,04121,false,2021-05-06
334245,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-06
334185,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04108,false,2021-05-06
334185,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04121,false,2021-05-06
334185,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-06
334042,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,46-60 Min,04108,false,2021-05-05
334042,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,46-60 Min,04121,false,2021-05-05
334042,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-05
333491,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,46-60 Min,04108,false,2021-05-03
333491,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,46-60 Min,04121,false,2021-05-03
333491,LEESEL TRANSPORTATION CORP (B2192),n154,PM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-03
333540,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04108,false,2021-05-03
333540,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04121,false,2021-05-03
333540,LEESEL TRANSPORTATION CORP (B2192),n154,AM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-03
337468,LEESEL TRANSPORTATION CORP (B2192),n157,,Running Late,Heavy Traffic,31-45 Min,04839,false,2021-05-26
337468,LEESEL TRANSPORTATION CORP (B2192),n157,,Running Late,Heavy Traffic,31-45 Min,04898,false,2021-05-26
337159,LEESEL TRANSPORTATION CORP (B2192),n157,AM Run,Running Late,Heavy Traffic,31-45 Min,04839,false,2021-05-25
337159,LEESEL TRANSPORTATION CORP (B2192),n157,AM Run,Running Late,Heavy Traffic,31-45 Min,04898,false,2021-05-25
337093,LEESEL TRANSPORTATION CORP (B2192),n157,PM Run,Running Late,Heavy Traffic,31-45 Min,04839,false,2021-05-24
337093,LEESEL TRANSPORTATION CORP (B2192),n157,PM Run,Running Late,Heavy Traffic,31-45 Min,04898,false,2021-05-24
336825,LEESEL TRANSPORTATION CORP (B2192),n157,AM Run,Running Late,Heavy Traffic,31-45 Min,04839,false,2021-05-24
336825,LEESEL TRANSPORTATION CORP (B2192),n157,AM Run,Running Late,Heavy Traffic,31-45 Min,04898,false,2021-05-24
336472,LEESEL TRANSPORTATION CORP (B2192),n157,PM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-20
336472,LEESEL TRANSPORTATION CORP (B2192),n157,PM Run,Running Late,Heavy Traffic,46-60 Min,04898,false,2021-05-20
336422,LEESEL TRANSPORTATION CORP (B2192),n157,AM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-20
336422,LEESEL TRANSPORTATION CORP (B2192),n157,AM Run,Running Late,Heavy Traffic,46-60 Min,04898,false,2021-05-20
335499,LEESEL TRANSPORTATION CORP (B2192),n157,PM Run,Running Late,Heavy Traffic,31-45 Min,04839,false,2021-05-14
335499,LEESEL TRANSPORTATION CORP (B2192),n157,PM Run,Running Late,Heavy Traffic,31-45 Min,04898,false,2021-05-14
335571,LEESEL TRANSPORTATION CORP (B2192),n157,AM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-14
335571,LEESEL TRANSPORTATION CORP (B2192),n157,AM Run,Running Late,Heavy Traffic,46-60 Min,04898,false,2021-05-14
334502,LEESEL TRANSPORTATION CORP (B2192),n157,PM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-07
334502,LEESEL TRANSPORTATION CORP (B2192),n157,PM Run,Running Late,Heavy Traffic,46-60 Min,04898,false,2021-05-07
334540,LEESEL TRANSPORTATION CORP (B2192),n157,AM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-07
334540,LEESEL TRANSPORTATION CORP (B2192),n157,AM Run,Running Late,Heavy Traffic,46-60 Min,04898,false,2021-05-07
334271,LEESEL TRANSPORTATION CORP (B2192),n157,PM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-06
334271,LEESEL TRANSPORTATION CORP (B2192),n157,PM Run,Running Late,Heavy Traffic,46-60 Min,04898,false,2021-05-06
334210,LEESEL TRANSPORTATION CORP (B2192),n157,AM Run,Breakdown,Mechanical Problem,,04839,false,2021-05-06
334210,LEESEL TRANSPORTATION CORP (B2192),n157,AM Run,Breakdown,Mechanical Problem,,04898,false,2021-05-06
333641,LEESEL TRANSPORTATION CORP (B2192),n157,PM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-03
333641,LEESEL TRANSPORTATION CORP (B2192),n157,PM Run,Running Late,Heavy Traffic,46-60 Min,04898,false,2021-05-03
333548,LEESEL TRANSPORTATION CORP (B2192),n157,AM Run,Running Late,Heavy Traffic,46-60 Min,04839,false,2021-05-03
333548,LEESEL TRANSPORTATION CORP (B2192),n157,AM Run,Running Late,Heavy Traffic,46-60 Min,04898,false,2021-05-03
336767,LEESEL TRANSPORTATION CORP (B2192),n161,AM Run,Running Late,Heavy Traffic,46-60 Min,04657,false,2021-05-21
336767,LEESEL TRANSPORTATION CORP (B2192),n161,AM Run,Running Late,Heavy Traffic,46-60 Min,04672,false,2021-05-21
334028,LEESEL TRANSPORTATION CORP (B2192),n161,PM Run,Running Late,Heavy Traffic,46-60 Min,04657,false,2021-05-05
334028,LEESEL TRANSPORTATION CORP (B2192),n161,PM Run,Running Late,Heavy Traffic,46-60 Min,04672,false,2021-05-05
335681,LEESEL TRANSPORTATION CORP (B2192),n165,PM Run,Running Late,Heavy Traffic,61-90 Min,01188,false,2021-05-14
335681,LEESEL TRANSPORTATION CORP (B2192),n165,PM Run,Running Late,Heavy Traffic,61-90 Min,01465,false,2021-05-14
335618,LEESEL TRANSPORTATION CORP (B2192),n165,AM Run,Running Late,Heavy Traffic,31-45 Min,01188,false,2021-05-14
335618,LEESEL TRANSPORTATION CORP (B2192),n165,AM Run,Running Late,Heavy Traffic,31-45 Min,01465,false,2021-05-14
335239,LEESEL TRANSPORTATION CORP (B2192),n165,PM Run,Running Late,Heavy Traffic,31-45 Min,01188,false,2021-05-12
335239,LEESEL TRANSPORTATION CORP (B2192),n165,PM Run,Running Late,Heavy Traffic,31-45 Min,01465,false,2021-05-12
335399,LEESEL TRANSPORTATION CORP (B2192),n165,AM Run,Running Late,Heavy Traffic,46-60 Min,01188,false,2021-05-12
335399,LEESEL TRANSPORTATION CORP (B2192),n165,AM Run,Running Late,Heavy Traffic,46-60 Min,01465,false,2021-05-12
335097,LEESEL TRANSPORTATION CORP (B2192),n165,PM Run,Running Late,Heavy Traffic,46-60 Min,01188,false,2021-05-11
335097,LEESEL TRANSPORTATION CORP (B2192),n165,PM Run,Running Late,Heavy Traffic,46-60 Min,01465,false,2021-05-11
335088,LEESEL TRANSPORTATION CORP (B2192),n165,AM Run,Running Late,Heavy Traffic,46-60 Min,01188,false,2021-05-11
335088,LEESEL TRANSPORTATION CORP (B2192),n165,AM Run,Running Late,Heavy Traffic,46-60 Min,01465,false,2021-05-11
334752,LEESEL TRANSPORTATION CORP (B2192),n165,PM Run,Running Late,Heavy Traffic,31-45 Min,01188,false,2021-05-10
334752,LEESEL TRANSPORTATION CORP (B2192),n165,PM Run,Running Late,Heavy Traffic,31-45 Min,01465,false,2021-05-10
334831,LEESEL TRANSPORTATION CORP (B2192),n165,AM Run,Running Late,Heavy Traffic,46-60 Min,01188,false,2021-05-10
334831,LEESEL TRANSPORTATION CORP (B2192),n165,AM Run,Running Late,Heavy Traffic,46-60 Min,01465,false,2021-05-10
334504,LEESEL TRANSPORTATION CORP (B2192),n165,PM Run,Running Late,Heavy Traffic,46-60 Min,01188,false,2021-05-07
334504,LEESEL TRANSPORTATION CORP (B2192),n165,PM Run,Running Late,Heavy Traffic,46-60 Min,01465,false,2021-05-07
334536,LEESEL TRANSPORTATION CORP (B2192),n165,AM Run,Running Late,Heavy Traffic,46-60 Min,01188,false,2021-05-07
334536,LEESEL TRANSPORTATION CORP (B2192),n165,AM Run,Running Late,Heavy Traffic,46-60 Min,01465,false,2021-05-07
334377,LEESEL TRANSPORTATION CORP (B2192),n165,PM Run,Running Late,Heavy Traffic,46-60 Min,01188,false,2021-05-06
334377,LEESEL TRANSPORTATION CORP (B2192),n165,PM Run,Running Late,Heavy Traffic,46-60 Min,01465,false,2021-05-06
334221,LEESEL TRANSPORTATION CORP (B2192),n165,AM Run,Running Late,Heavy Traffic,46-60 Min,01188,false,2021-05-06
334221,LEESEL TRANSPORTATION CORP (B2192),n165,AM Run,Running Late,Heavy Traffic,46-60 Min,01465,false,2021-05-06
334117,LEESEL TRANSPORTATION CORP (B2192),n165,AM Run,Running Late,Heavy Traffic,46-60 Min,01188,false,2021-05-05
334117,LEESEL TRANSPORTATION CORP (B2192),n165,AM Run,Running Late,Heavy Traffic,46-60 Min,01465,false,2021-05-05
333852,LEESEL TRANSPORTATION CORP (B2192),n165,PM Run,Running Late,Heavy Traffic,46-60 Min,01188,false,2021-05-04
333852,LEESEL TRANSPORTATION CORP (B2192),n165,PM Run,Running Late,Heavy Traffic,46-60 Min,01465,false,2021-05-04
333457,LEESEL TRANSPORTATION CORP (B2192),n165,AM Run,Running Late,Heavy Traffic,0-15 Min,01188,false,2021-05-03
333457,LEESEL TRANSPORTATION CORP (B2192),n165,AM Run,Running Late,Heavy Traffic,0-15 Min,01465,false,2021-05-03
335281,LEESEL TRANSPORTATION CORP (B2192),n168,PM Run,Breakdown,Mechanical Problem,,05125,false,2021-05-12
335281,LEESEL TRANSPORTATION CORP (B2192),n168,PM Run,Breakdown,Mechanical Problem,,05129,false,2021-05-12
335281,LEESEL TRANSPORTATION CORP (B2192),n168,PM Run,Breakdown,Mechanical Problem,,05362,false,2021-05-12
335281,LEESEL TRANSPORTATION CORP (B2192),n168,PM Run,Breakdown,Mechanical Problem,,05445,false,2021-05-12
336414,"RELIANT TRANSPORTATION, INC (B2321)",n170,AM Run,Running Late,Heavy Traffic,31-45 Min,06028,false,2021-05-20
336414,"RELIANT TRANSPORTATION, INC (B2321)",n170,AM Run,Running Late,Heavy Traffic,31-45 Min,06346,false,2021-05-20
335028,"RELIANT TRANSPORTATION, INC (B2321)",n170,AM Run,Running Late,Heavy Traffic,31-45 Min,06028,false,2021-05-11
335028,"RELIANT TRANSPORTATION, INC (B2321)",n170,AM Run,Running Late,Heavy Traffic,31-45 Min,06346,false,2021-05-11
334454,"RELIANT TRANSPORTATION, INC (B2321)",n170,AM Run,Running Late,Heavy Traffic,31-45 Min,06028,false,2021-05-07
334454,"RELIANT TRANSPORTATION, INC (B2321)",n170,AM Run,Running Late,Heavy Traffic,31-45 Min,06346,false,2021-05-07
333562,"RELIANT TRANSPORTATION, INC (B2321)",n170,AM Run,Running Late,Heavy Traffic,31-45 Min,06028,false,2021-05-03
333562,"RELIANT TRANSPORTATION, INC (B2321)",n170,AM Run,Running Late,Heavy Traffic,31-45 Min,06346,false,2021-05-03
333792,"RELIANT TRANSPORTATION, INC (B2321)",n172,AM Run,Running Late,Heavy Traffic,31-45 Min,06436,false,2021-05-04
333678,"RELIANT TRANSPORTATION, INC (B2321)",n172,AM Run,Running Late,Heavy Traffic,31-45 Min,06436,false,2021-05-03
338171,LEESEL TRANSPORTATION CORP (B2192),n173,PM Run,Running Late,Heavy Traffic,31-45 Min,06128,false,2021-05-28
338187,LEESEL TRANSPORTATION CORP (B2192),n173,AM Run,Running Late,Heavy Traffic,31-45 Min,06128,false,2021-05-28
337786,LEESEL TRANSPORTATION CORP (B2192),n173,PM Run,Running Late,Heavy Traffic,46-60 Min,06128,false,2021-05-27
337982,LEESEL TRANSPORTATION CORP (B2192),n173,AM Run,Running Late,Heavy Traffic,31-45 Min,06128,false,2021-05-27
337545,LEESEL TRANSPORTATION CORP (B2192),n173,,Running Late,Heavy Traffic,31-45 Min,06128,false,2021-05-26
337169,LEESEL TRANSPORTATION CORP (B2192),n173,PM Run,Running Late,Heavy Traffic,46-60 Min,06128,false,2021-05-25
337323,LEESEL TRANSPORTATION CORP (B2192),n173,AM Run,Running Late,Heavy Traffic,46-60 Min,06128,false,2021-05-25
336799,LEESEL TRANSPORTATION CORP (B2192),n173,PM Run,Running Late,Heavy Traffic,46-60 Min,06128,false,2021-05-24
336838,LEESEL TRANSPORTATION CORP (B2192),n173,AM Run,Running Late,Heavy Traffic,46-60 Min,06128,false,2021-05-24
336447,LEESEL TRANSPORTATION CORP (B2192),n173,PM Run,Running Late,Heavy Traffic,31-45 Min,06128,false,2021-05-20
336524,LEESEL TRANSPORTATION CORP (B2192),n173,AM Run,Running Late,Heavy Traffic,46-60 Min,06128,false,2021-05-20
336309,LEESEL TRANSPORTATION CORP (B2192),n173,PM Run,Running Late,Heavy Traffic,46-60 Min,06128,false,2021-05-19
336259,LEESEL TRANSPORTATION CORP (B2192),n173,AM Run,Running Late,Heavy Traffic,31-45 Min,06128,false,2021-05-19
336041,LEESEL TRANSPORTATION CORP (B2192),n173,PM Run,Running Late,Heavy Traffic,31-45 Min,06128,false,2021-05-18
335858,LEESEL TRANSPORTATION CORP (B2192),n173,AM Run,Running Late,Heavy Traffic,31-45 Min,06128,false,2021-05-18
335535,LEESEL TRANSPORTATION CORP (B2192),n173,PM Run,Running Late,Heavy Traffic,31-45 Min,06128,false,2021-05-14
335683,LEESEL TRANSPORTATION CORP (B2192),n173,AM Run,Running Late,Heavy Traffic,46-60 Min,06128,false,2021-05-14
335326,LEESEL TRANSPORTATION CORP (B2192),n173,PM Run,Running Late,Heavy Traffic,46-60 Min,06128,false,2021-05-12
335287,LEESEL TRANSPORTATION CORP (B2192),n173,PM Run,Breakdown,Mechanical Problem,,06128,false,2021-05-12
335400,LEESEL TRANSPORTATION CORP (B2192),n173,AM Run,Running Late,Heavy Traffic,46-60 Min,06128,false,2021-05-12
335094,LEESEL TRANSPORTATION CORP (B2192),n173,PM Run,Running Late,Heavy Traffic,46-60 Min,06128,false,2021-05-11
334907,LEESEL TRANSPORTATION CORP (B2192),n173,AM Run,Running Late,Heavy Traffic,46-60 Min,06128,false,2021-05-11
334692,LEESEL TRANSPORTATION CORP (B2192),n173,PM Run,Running Late,Heavy Traffic,46-60 Min,06128,false,2021-05-10
334787,LEESEL TRANSPORTATION CORP (B2192),n173,AM Run,Running Late,Heavy Traffic,46-60 Min,06128,false,2021-05-10
