Id,VendorName,Route,RunType,Type,Reason,Delay,Schools,School Reported,DateOccured
325542,PRIDE TRANSPORTATION (SCH AGE),k149,AM Run,Running Late,Accident,46-60 Min,17705,false,2021-02-26
325555,LEESEL TRANSPORTATION CORP (B2192),n176,PM Run,Running Late,Heavy Traffic,46-60 Min,04678,false,2021-02-26
325558,PIONEER TRANSPORTATION CORP,x086,AM Run,Running Late,Heavy Traffic,0-15 Min,08202,false,2021-02-26
325558,PIONEER TRANSPORTATION CORP,x086,AM Run,Running Late,Heavy Traffic,0-15 Min,08454,false,2021-02-26
325558,PIONEER TRANSPORTATION CORP,x086,AM Run,Running Late,Heavy Traffic,0-15 Min,08497,false,2021-02-26
325564,B & F SKILLED INC.(B2192),l352,AM Run,Running Late,Heavy Traffic,16-30 Min,13685,false,2021-02-26
325571,"GRANDPA`S BUS CO., INC.",q3313,AM Run,Running Late,Heavy Traffic,16-30 Min,27060,false,2021-02-26
325571,"GRANDPA`S BUS CO., INC.",q3313,AM Run,Running Late,Heavy Traffic,16-30 Min,27097,false,2021-02-26
325573,"RELIANT TRANSPORTATION, INC (B2321)",q053,AM Run,Running Late,Heavy Traffic,31-45 Min,27463,false,2021-02-26
325577,"BORO TRANSIT, INC.",m023,PM Run,Running Late,Heavy Traffic,16-30 Min,03480,false,2021-02-26
325580,"RELIANT TRANSPORTATION, INC (B2321)",q164,AM Run,Running Late,Heavy Traffic,31-45 Min,29131,false,2021-02-26
325580,"RELIANT TRANSPORTATION, INC (B2321)",q164,AM Run,Running Late,Heavy Traffic,31-45 Min,29268,false,2021-02-26
325580,"RELIANT TRANSPORTATION, INC (B2321)",q164,AM Run,Running Late,Heavy Traffic,31-45 Min,29467,false,2021-02-26
325513,"RELIANT TRANSPORTATION, INC (B2321)",q466,AM Run,Running Late,Heavy Traffic,31-45 Min,28277,false,2021-02-26
325513,"RELIANT TRANSPORTATION, INC (B2321)",q466,AM Run,Running Late,Heavy Traffic,31-45 Min,28349,false,2021-02-26
325517,L & M BUS CORP (A),m139,AM Run,Running Late,Other,16-30 Min,06322,false,2021-02-26
325524,LITTLE RICHIE BUS SERVICE,q841,AM Run,Running Late,Other,31-45 Min,26464,false,2021-02-26
325524,LITTLE RICHIE BUS SERVICE,q841,AM Run,Running Late,Other,31-45 Min,26470,false,2021-02-26
325525,"DON THOMAS BUSES, INC.",myc1,AM Run,Running Late,Heavy Traffic,0-15 Min,e203,false,2021-02-26
325530,LITTLE RICHIE BUS SERVICE,q572,AM Run,Breakdown,Mechanical Problem,,30127,false,2021-02-26
325530,LITTLE RICHIE BUS SERVICE,q572,AM Run,Breakdown,Mechanical Problem,,30227,false,2021-02-26
325535,"THOMAS BUSES, INC. (B2321)",l252,PM Run,Running Late,Other,16-30 Min,15704,false,2021-02-26
325538,HOYT TRANSPORTATION CORP.,q937,AM Run,Running Late,Heavy Traffic,0-15 Min,30017,false,2021-02-26
325538,HOYT TRANSPORTATION CORP.,q937,AM Run,Running Late,Heavy Traffic,0-15 Min,30234,false,2021-02-26
325538,HOYT TRANSPORTATION CORP.,q937,AM Run,Running Late,Heavy Traffic,0-15 Min,30289,false,2021-02-26
325540,"RELIANT TRANSPORTATION, INC (B2321)",q111,AM Run,Running Late,Heavy Traffic,31-45 Min,30145,false,2021-02-26
325540,"RELIANT TRANSPORTATION, INC (B2321)",q111,AM Run,Running Late,Heavy Traffic,31-45 Min,30230,false,2021-02-26
325541,G.V.C. LTD. (B2192),x603,PM Run,Running Late,Heavy Traffic,31-45 Min,08468,false,2021-02-26
325543,"RELIANT TRANSPORTATION, INC (B2321)",q068,AM Run,Running Late,Heavy Traffic,31-45 Min,26186,false,2021-02-26
325543,"RELIANT TRANSPORTATION, INC (B2321)",q068,AM Run,Running Late,Heavy Traffic,31-45 Min,26266,false,2021-02-26
325543,"RELIANT TRANSPORTATION, INC (B2321)",q068,AM Run,Running Late,Heavy Traffic,31-45 Min,26464,false,2021-02-26
325543,"RELIANT TRANSPORTATION, INC (B2321)",q068,AM Run,Running Late,Heavy Traffic,31-45 Min,26470,false,2021-02-26
325550,LOGAN BUS COMPANY INC.,n955,AM Run,Breakdown,Flat Tire,,75031,false,2021-02-26
325559,"RELIANT TRANSPORTATION, INC (B2321)",n099,AM Run,Running Late,Heavy Traffic,31-45 Min,02632,false,2021-02-26
325568,"DON THOMAS BUSES, INC. (B2321)",y154,AM Run,Running Late,Heavy Traffic,46-60 Min,10019,false,2021-02-26
325569,FIRST STEPS TRANS INC. (B2192),m123,AM Run,Running Late,Mechanical Problem,46-60 Min,03852,false,2021-02-26
325569,FIRST STEPS TRANS INC. (B2192),m123,AM Run,Running Late,Mechanical Problem,46-60 Min,03853,false,2021-02-26
325572,ALLIED TRANSIT CORP.,q925,AM Run,Running Late,Heavy Traffic,31-45 Min,24024,false,2021-02-26
325589,LOGAN BUS COMPANY INC.,q9054,PM Run,Running Late,Other,31-45 Min,30227,false,2021-02-26
325590,LITTLE RICHIE BUS SERVICE,q581,AM Run,Running Late,Other,31-45 Min,30149,false,2021-02-26
325590,LITTLE RICHIE BUS SERVICE,q581,AM Run,Running Late,Other,31-45 Min,30227,false,2021-02-26
325590,LITTLE RICHIE BUS SERVICE,q581,AM Run,Running Late,Other,31-45 Min,30409,false,2021-02-26
325591,"BORO TRANSIT, INC.",k9988,PM Run,Running Late,Mechanical Problem,16-30 Min,19664,false,2021-02-26
325591,"BORO TRANSIT, INC.",k9988,PM Run,Running Late,Mechanical Problem,16-30 Min,20180,false,2021-02-26
325595,LEESEL TRANSPORTATION CORP (B2192),n064,PM Run,Running Late,Heavy Traffic,46-60 Min,03004,false,2021-02-26
325595,LEESEL TRANSPORTATION CORP (B2192),n064,PM Run,Running Late,Heavy Traffic,46-60 Min,03005,false,2021-02-26
325595,LEESEL TRANSPORTATION CORP (B2192),n064,PM Run,Running Late,Heavy Traffic,46-60 Min,03658,false,2021-02-26
325598,LEESEL TRANSPORTATION CORP (B2192),n266,AM Run,Running Late,Heavy Traffic,46-60 Min,02075,false,2021-02-26
325605,HOYT TRANSPORTATION CORP.,y248,AM Run,Running Late,Heavy Traffic,0-15 Min,09022,false,2021-02-26
325605,HOYT TRANSPORTATION CORP.,y248,AM Run,Running Late,Heavy Traffic,0-15 Min,09053,false,2021-02-26
325610,LORISSA BUS SERVICE INC.,q9578,PM Run,Breakdown,Mechanical Problem,,25020,false,2021-02-26
325610,LORISSA BUS SERVICE INC.,q9578,PM Run,Breakdown,Mechanical Problem,,25021,false,2021-02-26
324314,SNT BUS INC,m1493,AM Run,Running Late,Mechanical Problem,31-45 Min,02756,false,2021-02-09
324315,PIONEER TRANSPORTATION CORP,x072,AM Run,Running Late,Heavy Traffic,16-30 Min,08420,false,2021-02-09
324316,LEESEL TRANSPORTATION CORP (B2192),n336,AM Run,Running Late,Heavy Traffic,61-90 Min,06115,false,2021-02-09
324316,LEESEL TRANSPORTATION CORP (B2192),n336,AM Run,Running Late,Heavy Traffic,61-90 Min,06173,false,2021-02-09
324318,L & M BUS CORP.,b0240a,AM Run,Running Late,Other,46-60 Min,e083,false,2021-02-10
324320,SNT BUS INC,m1105,AM Run,Running Late,Mechanical Problem,16-30 Min,03084,false,2021-02-10
324320,SNT BUS INC,m1105,AM Run,Running Late,Mechanical Problem,16-30 Min,03809,false,2021-02-10
324321,L & M BUS CORP.,3224a,AM Run,Running Late,Other,46-60 Min,s224,false,2021-02-10
324324,"G.V.C., LTD.",2,PM Run,Running Late,Heavy Traffic,16-30 Min,c445,false,2021-02-10
324325,LEESEL TRANSPORTATION CORP (B2192),n385,PM Run,Running Late,Heavy Traffic,46-60 Min,02909,false,2021-02-10
324327,L & M BUS CORP.,1204a,AM Run,Running Late,Other,46-60 Min,c997,false,2021-02-10
324330,"LORINDA ENTERPRISES, LTD.",q345,PM Run,Breakdown,Won`t Start,,26806,false,2021-02-10
324330,"LORINDA ENTERPRISES, LTD.",q345,PM Run,Breakdown,Won`t Start,,26808,false,2021-02-10
324338,L & M BUS CORP (A),k932,AM Run,Running Late,Mechanical Problem,61-90 Min,20729,false,2021-02-10
324338,L & M BUS CORP (A),k932,AM Run,Running Late,Mechanical Problem,61-90 Min,20915,false,2021-02-10
324344,"BORO TRANSIT, INC.",m022,AM Run,Running Late,Mechanical Problem,31-45 Min,01140,false,2021-02-10
324344,"BORO TRANSIT, INC.",m022,AM Run,Running Late,Mechanical Problem,31-45 Min,01465,false,2021-02-10
325066,PRIDE TRANSPORTATION (SCH AGE),x408,AM Run,Running Late,Heavy Traffic,31-45 Min,11949,false,2021-02-23
325068,HOYT TRANSPORTATION CORP.,n412,AM Run,Running Late,Flat Tire,0-15 Min,01063,false,2021-02-23
325068,HOYT TRANSPORTATION CORP.,n412,AM Run,Running Late,Flat Tire,0-15 Min,01400,false,2021-02-23
325068,HOYT TRANSPORTATION CORP.,n412,AM Run,Running Late,Flat Tire,0-15 Min,01450,false,2021-02-23
324353,LEESEL TRANSPORTATION CORP (B2192),n482,PM Run,Running Late,Heavy Traffic,46-60 Min,02397,false,2021-02-10
324353,LEESEL TRANSPORTATION CORP (B2192),n482,PM Run,Running Late,Heavy Traffic,46-60 Min,02811,false,2021-02-10
323661,"RELIANT TRANSPORTATION, INC (B2321)",l013,AM Run,Running Late,Weather Conditions,31-45 Min,21016,false,2021-02-03
323661,"RELIANT TRANSPORTATION, INC (B2321)",l013,AM Run,Running Late,Weather Conditions,31-45 Min,21893,false,2021-02-03
325503,QUALITY TRANSPORTATION CORP.,q3108,AM Run,Running Late,Accident,16-30 Min,30300,false,2021-02-26
325505,QUALITY TRANSPORTATION CORP.,q2600,AM Run,Breakdown,Accident,,26186,false,2021-02-26
325505,QUALITY TRANSPORTATION CORP.,q2600,AM Run,Breakdown,Accident,,26266,false,2021-02-26
325509,EMPIRE CHARTER SERVICE INC,k188,AM Run,Running Late,Heavy Traffic,16-30 Min,19020,false,2021-02-26
325509,EMPIRE CHARTER SERVICE INC,k188,AM Run,Running Late,Heavy Traffic,16-30 Min,19464,false,2021-02-26
325509,EMPIRE CHARTER SERVICE INC,k188,AM Run,Running Late,Heavy Traffic,16-30 Min,19551,false,2021-02-26
325581,G.V.C. LTD. (B2192),x866,PM Run,Running Late,Heavy Traffic,0-15 Min,12190,false,2021-02-26
325585,PRIDE TRANSPORTATION (SCH AGE),k886,AM Run,Running Late,Accident,46-60 Min,22657,false,2021-02-26
325588,HOYT TRANSPORTATION CORP.,x492,AM Run,Running Late,Heavy Traffic,0-15 Min,11180,false,2021-02-26
325603,L & M BUS CORP (A),p103,AM Run,Running Late,Heavy Traffic,46-60 Min,28472,false,2021-02-26
325608,LEESEL TRANSPORTATION CORP (B2192),n233,AM Run,Running Late,Heavy Traffic,46-60 Min,02011,false,2021-02-26
325608,LEESEL TRANSPORTATION CORP (B2192),n233,AM Run,Running Late,Heavy Traffic,46-60 Min,02566,false,2021-02-26
325549,HOYT TRANSPORTATION CORP.,l824,AM Run,Running Late,Heavy Traffic,0-15 Min,20865,false,2021-02-26
325549,HOYT TRANSPORTATION CORP.,l824,AM Run,Running Late,Heavy Traffic,0-15 Min,20891,false,2021-02-26
325551,QUALITY TRANSPORTATION CORP.,k8444,AM Run,Running Late,Heavy Traffic,16-30 Min,17138,false,2021-02-26
325551,QUALITY TRANSPORTATION CORP.,k8444,AM Run,Running Late,Heavy Traffic,16-30 Min,17191,false,2021-02-26
325552,LEESEL TRANSPORTATION CORP (B2192),n615,PM Run,Running Late,Heavy Traffic,46-60 Min,05085,false,2021-02-26
325552,LEESEL TRANSPORTATION CORP (B2192),n615,PM Run,Running Late,Heavy Traffic,46-60 Min,05194,false,2021-02-26
325554,PIONEER TRANSPORTATION CORP,x047,AM Run,Running Late,Heavy Traffic,16-30 Min,07015,false,2021-02-26
325554,PIONEER TRANSPORTATION CORP,x047,AM Run,Running Late,Heavy Traffic,16-30 Min,07298,false,2021-02-26
325556,LEESEL TRANSPORTATION CORP (B2192),n123,PM Run,Running Late,Heavy Traffic,46-60 Min,05440,false,2021-02-26
325557,LEESEL TRANSPORTATION CORP (B2192),n269,PM Run,Running Late,Heavy Traffic,61-90 Min,01616,false,2021-02-26
325563,"LORINDA ENTERPRISES, LTD.",l726,AM Run,Running Late,Other,16-30 Min,32086,false,2021-02-26
325563,"LORINDA ENTERPRISES, LTD.",l726,AM Run,Running Late,Other,16-30 Min,32145,false,2021-02-26
325565,PIONEER TRANSPORTATION CORP,x9603,PM Run,Running Late,Flat Tire,16-30 Min,07025,false,2021-02-26
325565,PIONEER TRANSPORTATION CORP,x9603,PM Run,Running Late,Flat Tire,16-30 Min,07049,false,2021-02-26
325565,PIONEER TRANSPORTATION CORP,x9603,PM Run,Running Late,Flat Tire,16-30 Min,07161,false,2021-02-26
325565,PIONEER TRANSPORTATION CORP,x9603,PM Run,Running Late,Flat Tire,16-30 Min,07369,false,2021-02-26
325566,ALLIED TRANSIT CORP.,p185,PM Run,Running Late,Heavy Traffic,46-60 Min,29132,false,2021-02-26
325566,ALLIED TRANSIT CORP.,p185,PM Run,Running Late,Heavy Traffic,46-60 Min,29663,false,2021-02-26
325570,HOYT TRANSPORTATION CORP.,r625,AM Run,Running Late,Mechanical Problem,16-30 Min,31006,false,2021-02-26
325570,HOYT TRANSPORTATION CORP.,r625,AM Run,Running Late,Mechanical Problem,16-30 Min,31025,false,2021-02-26
325575,LEESEL TRANSPORTATION CORP (B2192),n011,AM Run,Running Late,Heavy Traffic,46-60 Min,02632,false,2021-02-26
325579,PRIDE TRANSPORTATION (SCH AGE),y169,PM Run,Running Late,Heavy Traffic,61-90 Min,11816,false,2021-02-26
325582,QUALITY TRANSPORTATION CORP.,q2672,AM Run,Running Late,Heavy Traffic,16-30 Min,26115,false,2021-02-26
325584,PIONEER TRANSPORTATION CORP,x9362,PM Run,Running Late,Heavy Traffic,0-15 Min,08001,false,2021-02-26
325584,PIONEER TRANSPORTATION CORP,x9362,PM Run,Running Late,Heavy Traffic,0-15 Min,08712,false,2021-02-26
325592,PRIDE TRANSPORTATION (SCH AGE),k214,AM Run,Running Late,Other,61-90 Min,19002,false,2021-02-26
325592,PRIDE TRANSPORTATION (SCH AGE),k214,AM Run,Running Late,Other,61-90 Min,19011,false,2021-02-26
325592,PRIDE TRANSPORTATION (SCH AGE),k214,AM Run,Running Late,Other,61-90 Min,19036,false,2021-02-26
325592,PRIDE TRANSPORTATION (SCH AGE),k214,AM Run,Running Late,Other,61-90 Min,19460,false,2021-02-26
325596,L & M BUS CORP.,b0911a,AM Run,Running Late,Other,46-60 Min,c617,false,2021-02-26
325599,"THOMAS BUSES, INC. (B2321)",n838,AM Run,Running Late,Heavy Traffic,16-30 Min,75777,false,2021-02-26
325600,LEESEL TRANSPORTATION CORP (B2192),x322,AM Run,Running Late,Heavy Traffic,46-60 Min,07573,false,2021-02-26
325600,LEESEL TRANSPORTATION CORP (B2192),x322,AM Run,Running Late,Heavy Traffic,46-60 Min,07644,false,2021-02-26
325604,VAN TRANS LLC (B2192),x340,AM Run,Running Late,Heavy Traffic,0-15 Min,08036,false,2021-02-26
325604,VAN TRANS LLC (B2192),x340,AM Run,Running Late,Heavy Traffic,0-15 Min,08453,false,2021-02-26
325609,PHILLIPS BUS SERVICE,up5b,AM Run,Running Late,Other,46-60 Min,c522,false,2021-02-26
325611,ALLIED TRANSIT CORP.,p314,AM Run,Running Late,Heavy Traffic,16-30 Min,25927,false,2021-02-26
325612,LEESEL TRANSPORTATION CORP (B2192),n484,AM Run,Running Late,Heavy Traffic,46-60 Min,02347,false,2021-02-26
325613,ALLIED TRANSIT CORP.,k094,AM Run,Running Late,Heavy Traffic,16-30 Min,19020,false,2021-02-26
325613,ALLIED TRANSIT CORP.,k094,AM Run,Running Late,Heavy Traffic,16-30 Min,19528,false,2021-02-26
325511,LEESEL TRANSPORTATION CORP (B2192),n020,PM Run,Running Late,Heavy Traffic,46-60 Min,02872,false,2021-02-26
325512,HOYT TRANSPORTATION CORP.,p313,AM Run,Running Late,Heavy Traffic,0-15 Min,25927,false,2021-02-26
325515,BOBBY`S BUS CO. INC.,q2451,AM Run,Running Late,Heavy Traffic,16-30 Min,24083,false,2021-02-26
325515,BOBBY`S BUS CO. INC.,q2451,AM Run,Running Late,Heavy Traffic,16-30 Min,24700,false,2021-02-26
325516,"BORO TRANSIT, INC.",k384,PM Run,Running Late,Heavy Traffic,16-30 Min,15094,false,2021-02-26
325516,"BORO TRANSIT, INC.",k384,PM Run,Running Late,Heavy Traffic,16-30 Min,15136,false,2021-02-26
325516,"BORO TRANSIT, INC.",k384,PM Run,Running Late,Heavy Traffic,16-30 Min,20410,false,2021-02-26
325519,PRIDE TRANSPORTATION (SCH AGE),p780,AM Run,Running Late,Other,61-90 Min,28695,false,2021-02-26
325521,L & M BUS CORP.,0201b,AM Run,Running Late,Heavy Traffic,46-60 Min,e214,false,2021-02-26
325522,PRIDE TRANSPORTATION (SCH AGE),y218,AM Run,Running Late,Heavy Traffic,46-60 Min,07021,false,2021-02-26
325522,PRIDE TRANSPORTATION (SCH AGE),y218,AM Run,Running Late,Heavy Traffic,46-60 Min,07339,false,2021-02-26
325548,B & F SKILLED INC.(B2192),l322,AM Run,Running Late,Won`t Start,16-30 Min,20865,false,2021-02-26
325548,B & F SKILLED INC.(B2192),l322,AM Run,Running Late,Won`t Start,16-30 Min,20915,false,2021-02-26
325553,FIRST STEPS TRANS INC. (B2192),m130,AM Run,Running Late,Other,61-90 Min,01461,false,2021-02-26
325561,LEESEL TRANSPORTATION CORP (B2192),n510,AM Run,Running Late,Heavy Traffic,31-45 Min,02028,false,2021-02-26
325562,L & M BUS CORP.,3606a,AM Run,Running Late,Heavy Traffic,46-60 Min,c481,false,2021-02-26
325574,PIONEER TRANSPORTATION CORP,x2251,AM Run,Running Late,Heavy Traffic,0-15 Min,07003,false,2021-02-26
325574,PIONEER TRANSPORTATION CORP,x2251,AM Run,Running Late,Heavy Traffic,0-15 Min,07597,false,2021-02-26
325574,PIONEER TRANSPORTATION CORP,x2251,AM Run,Running Late,Heavy Traffic,0-15 Min,07623,false,2021-02-26
325574,PIONEER TRANSPORTATION CORP,x2251,AM Run,Running Late,Heavy Traffic,0-15 Min,07684,false,2021-02-26
325578,"CONSOLIDATED BUS TRANSIT, INC.",m867,PM Run,Running Late,Heavy Traffic,16-30 Min,04112,false,2021-02-26
325578,"CONSOLIDATED BUS TRANSIT, INC.",m867,PM Run,Running Late,Heavy Traffic,16-30 Min,04469,false,2021-02-26
325586,"RELIANT TRANSPORTATION, INC (B2321)",q422,AM Run,Running Late,Heavy Traffic,31-45 Min,24075,false,2021-02-26
325586,"RELIANT TRANSPORTATION, INC (B2321)",q422,AM Run,Running Late,Heavy Traffic,31-45 Min,24434,false,2021-02-26
325593,"RELIANT TRANSPORTATION, INC (B2321)",q101,AM Run,Running Late,Heavy Traffic,46-60 Min,28040,false,2021-02-26
325601,PHILLIPS BUS SERVICE,bx22,AM Run,Running Late,Other,46-60 Min,s107,false,2021-02-26
325606,QUALITY TRANSPORTATION CORP.,q9687,PM Run,Running Late,Heavy Traffic,0-15 Min,26067,false,2021-02-26
325607,"RELIANT TRANSPORTATION, INC (B2321)",q040,AM Run,Running Late,Heavy Traffic,31-45 Min,27232,false,2021-02-26
325616,HOYT TRANSPORTATION CORP.,q453,PM Run,Running Late,Other,0-15 Min,26187,false,2021-03-01
325618,LEESEL TRANSPORTATION CORP (B2192),n330,AM Run,Running Late,Heavy Traffic,46-60 Min,02167,false,2021-03-01
325618,LEESEL TRANSPORTATION CORP (B2192),n330,AM Run,Running Late,Heavy Traffic,46-60 Min,02444,false,2021-03-01
325627,"DON THOMAS BUSES, INC.",mn7,AM Run,Running Late,Heavy Traffic,0-15 Min,c041,false,2021-03-01
325629,SNT BUS INC,m1038,AM Run,Breakdown,Mechanical Problem,,03785,false,2021-03-01
325632,"BORO TRANSIT, INC.",n713,AM Run,Running Late,Other,16-30 Min,75907,false,2021-03-01
325633,B & F SKILLED INC.(B2192),l303,AM Run,Running Late,Mechanical Problem,16-30 Min,17398,false,2021-03-01
325633,B & F SKILLED INC.(B2192),l303,AM Run,Running Late,Mechanical Problem,16-30 Min,17460,false,2021-03-01
325633,B & F SKILLED INC.(B2192),l303,AM Run,Running Late,Mechanical Problem,16-30 Min,20868,false,2021-03-01
325634,"CONSOLIDATED BUS TRANSIT, INC.",m431,AM Run,Running Late,Heavy Traffic,31-45 Min,06178,false,2021-03-01
325634,"CONSOLIDATED BUS TRANSIT, INC.",m431,AM Run,Running Late,Heavy Traffic,31-45 Min,06293,false,2021-03-01
325637,VAN TRANS LLC (B2192),x326,AM Run,Running Late,Weather Conditions,0-15 Min,07006,false,2021-03-01
325637,VAN TRANS LLC (B2192),x326,AM Run,Running Late,Weather Conditions,0-15 Min,07221,false,2021-03-01
325637,VAN TRANS LLC (B2192),x326,AM Run,Running Late,Weather Conditions,0-15 Min,07223,false,2021-03-01
325637,VAN TRANS LLC (B2192),x326,AM Run,Running Late,Weather Conditions,0-15 Min,07224,false,2021-03-01
325642,LEESEL TRANSPORTATION CORP (B2192),n330,PM Run,Running Late,Heavy Traffic,31-45 Min,02167,false,2021-03-01
325642,LEESEL TRANSPORTATION CORP (B2192),n330,PM Run,Running Late,Heavy Traffic,31-45 Min,02444,false,2021-03-01
325643,VAN TRANS LLC (B2192),c900,AM Run,Running Late,Weather Conditions,0-15 Min,75960,false,2021-03-01
325644,"DON THOMAS BUSES, INC.",vc4,AM Run,Running Late,Heavy Traffic,31-45 Min,c551,false,2021-03-01
325648,LOGAN BUS COMPANY INC.,p872,AM Run,Running Late,Other,31-45 Min,24077,false,2021-03-01
325650,"G.V.C., LTD.",1,AM Run,Running Late,Heavy Traffic,31-45 Min,c561,false,2021-03-01
325660,PIONEER TRANSPORTATION CORP,x053,AM Run,Running Late,Heavy Traffic,0-15 Min,08007,false,2021-03-01
325660,PIONEER TRANSPORTATION CORP,x053,AM Run,Running Late,Heavy Traffic,0-15 Min,08410,false,2021-03-01
325662,HOYT TRANSPORTATION CORP.,p820,AM Run,Running Late,Heavy Traffic,0-15 Min,24211,false,2021-03-01
325662,HOYT TRANSPORTATION CORP.,p820,AM Run,Running Late,Heavy Traffic,0-15 Min,24421,false,2021-03-01
325663,LEESEL TRANSPORTATION CORP (B2192),n250,PM Run,Running Late,Heavy Traffic,46-60 Min,02909,false,2021-03-01
325672,"BORO TRANSIT, INC.",m017,AM Run,Running Late,Heavy Traffic,31-45 Min,06012,false,2021-03-01
325905,"RELIANT TRANSPORTATION, INC (B2321)",q113,AM Run,Running Late,Heavy Traffic,31-45 Min,28662,false,2021-03-02
325906,PHILLIPS BUS SERVICE,up2a,AM Run,Running Late,Other,16-30 Min,c522,false,2021-03-02
327452,VAN TRANS LLC (B2192),x018,AM Run,Running Late,Heavy Traffic,16-30 Min,07017,false,2021-03-17
327452,VAN TRANS LLC (B2192),x018,AM Run,Running Late,Heavy Traffic,16-30 Min,07597,false,2021-03-17
327452,VAN TRANS LLC (B2192),x018,AM Run,Running Late,Heavy Traffic,16-30 Min,07794,false,2021-03-17
327465,LEESEL TRANSPORTATION CORP (B2192),n482,AM Run,Running Late,Heavy Traffic,61-90 Min,02397,false,2021-03-17
327465,LEESEL TRANSPORTATION CORP (B2192),n482,AM Run,Running Late,Heavy Traffic,61-90 Min,02811,false,2021-03-17
327469,HOYT TRANSPORTATION CORP.,p817,AM Run,Running Late,Heavy Traffic,0-15 Min,26440,false,2021-03-17
327469,HOYT TRANSPORTATION CORP.,p817,AM Run,Running Late,Heavy Traffic,0-15 Min,26456,false,2021-03-17
327473,PIONEER TRANSPORTATION CORP,x2138,AM Run,Running Late,Heavy Traffic,0-15 Min,07684,false,2021-03-17
327473,PIONEER TRANSPORTATION CORP,x2138,AM Run,Running Late,Heavy Traffic,0-15 Min,12688,false,2021-03-17
327476,SNT BUS INC,k2146,AM Run,Running Late,Heavy Traffic,16-30 Min,21861,false,2021-03-17
327477,PRIDE TRANSPORTATION (SCH AGE),p887,AM Run,Running Late,Heavy Traffic,46-60 Min,24277,false,2021-03-17
327477,PRIDE TRANSPORTATION (SCH AGE),p887,AM Run,Running Late,Heavy Traffic,46-60 Min,24755,false,2021-03-17
327479,"THOMAS BUSES, INC. (B2321)",n808,AM Run,Running Late,Heavy Traffic,16-30 Min,75691,false,2021-03-17
327480,VAN TRANS LLC (B2192),x273,PM Run,Running Late,Heavy Traffic,16-30 Min,12486,false,2021-03-17
327482,LEESEL TRANSPORTATION CORP (B2192),n385,PM Run,Running Late,Heavy Traffic,31-45 Min,02909,false,2021-03-17
327483,LEESEL TRANSPORTATION CORP (B2192),n538,PM Run,Running Late,Heavy Traffic,46-60 Min,02169,false,2021-03-17
327485,LEESEL TRANSPORTATION CORP (B2192),n309,AM Run,Running Late,Heavy Traffic,46-60 Min,04375,false,2021-03-17
327490,LEESEL TRANSPORTATION CORP (B2192),x934,PM Run,Running Late,Heavy Traffic,46-60 Min,07233,false,2021-03-17
327490,LEESEL TRANSPORTATION CORP (B2192),x934,PM Run,Running Late,Heavy Traffic,46-60 Min,07534,false,2021-03-17
327490,LEESEL TRANSPORTATION CORP (B2192),x934,PM Run,Running Late,Heavy Traffic,46-60 Min,07551,false,2021-03-17
327493,LEESEL TRANSPORTATION CORP (B2192),n464,AM Run,Running Late,Heavy Traffic,46-60 Min,03002,false,2021-03-17
327493,LEESEL TRANSPORTATION CORP (B2192),n464,AM Run,Running Late,Heavy Traffic,46-60 Min,03689,false,2021-03-17
327496,VAN TRANS LLC (B2192),x132,AM Run,Running Late,Heavy Traffic,0-15 Min,10077,false,2021-03-17
327497,LEESEL TRANSPORTATION CORP (B2192),n207,AM Run,Running Late,Heavy Traffic,16-30 Min,02611,false,2021-03-17
327498,LEESEL TRANSPORTATION CORP (B2192),n346,PM Run,Running Late,Heavy Traffic,46-60 Min,03422,false,2021-03-17
327498,LEESEL TRANSPORTATION CORP (B2192),n346,PM Run,Running Late,Heavy Traffic,46-60 Min,03480,false,2021-03-17
325912,L & M BUS CORP.,b0554a,AM Run,Running Late,Other,46-60 Min,s272,false,2021-03-02
325921,"RELIANT TRANSPORTATION, INC (B2321)",l748,AM Run,Running Late,Heavy Traffic,31-45 Min,22461,false,2021-03-02
325922,LEESEL TRANSPORTATION CORP (B2192),n189,PM Run,Running Late,Heavy Traffic,46-60 Min,05161,false,2021-03-02
325939,"RELIANT TRANSPORTATION, INC (B2321)",q036,AM Run,Running Late,Heavy Traffic,31-45 Min,24009,false,2021-03-02
325943,L & M BUS CORP.,0114z,AM Run,Running Late,Mechanical Problem,46-60 Min,c568,false,2021-03-02
325947,PIONEER TRANSPORTATION CORP,x345,AM Run,Running Late,Heavy Traffic,0-15 Min,11415,false,2021-03-02
325952,LOGAN BUS COMPANY INC.,p621,AM Run,Running Late,Other,31-45 Min,26806,false,2021-03-02
325952,LOGAN BUS COMPANY INC.,p621,AM Run,Running Late,Other,31-45 Min,26808,false,2021-03-02
325953,"RELIANT TRANSPORTATION, INC (B2321)",q145,AM Run,Running Late,Heavy Traffic,31-45 Min,24143,false,2021-03-02
325954,"CONSOLIDATED BUS TRANSIT, INC.",x330,AM Run,Running Late,Heavy Traffic,16-30 Min,07434,false,2021-03-02
325956,"DON THOMAS BUSES, INC.",hb5,AM Run,Running Late,Mechanical Problem,31-45 Min,c275a,false,2021-03-02
325957,"RELIANT TRANSPORTATION, INC (B2321)",k438,AM Run,Running Late,Heavy Traffic,31-45 Min,16360,false,2021-03-02
325957,"RELIANT TRANSPORTATION, INC (B2321)",k438,AM Run,Running Late,Heavy Traffic,31-45 Min,16457,false,2021-03-02
325959,L & M BUS CORP.,3223z,AM Run,Running Late,Other,31-45 Min,s224,false,2021-03-02
